kmeans
compression-ratio,8.0,16.0,32.0
gram-frob-error (0),1792.783125736439,4621.265798923565,12247.897078323447
gram-frob-error (1),1777.6344777836116,4621.265798923565,12183.545211033232
gram-frob-error (2),1797.4780130247304,4620.882406997962,12178.037135133553
gram-frob-error (3),1731.723919106084,4620.844945025208,12177.106299997979
gram-frob-error (4),1196.1304284350963,4619.670362669341,12251.601346946665
gram-frob-error (avg.),1659.149992817192,4620.785862507929,12207.637414286974
gram-frob-error (st. dev.),232.67364283204887,0.5861449306104014,34.47441847672958
uniform (adaptive-det)
compression-ratio,8.0,16.0,32.0
gram-frob-error (0),1797.908411586098,9252.992168851864,12376.432887732873
gram-frob-error (1),1797.908411586098,9252.992168851864,12376.432887732873
gram-frob-error (2),1797.908411586098,9252.992168851864,12376.432887732873
gram-frob-error (3),1797.908411586098,9252.992168851864,12376.432887732873
gram-frob-error (4),1797.908411586098,9252.992168851864,12376.432887732873
gram-frob-error (avg.),1797.908411586098,9252.992168851864,12376.432887732873
gram-frob-error (st. dev.),0.0,0.0,0.0
DCCL
compression-ratio,8.0,16.0,32.0
gram-frob-error (0),1381.274473841004,1838.604540067246,2263.5504719155424
gram-frob-error (1),1341.72654221664,1834.5971453796667,2335.4390427261856
gram-frob-error (2),1379.4811199161022,1802.896090372422,2353.5518310097054
gram-frob-error (3),1363.8350196450729,1803.1599775558168,2296.5591754140237
gram-frob-error (4),1360.559754799541,1816.8608793128055,2335.8141143833013
gram-frob-error (avg.),1365.375382083672,1819.2237265375916,2316.9829270897517
gram-frob-error (st. dev.),14.398496922552404,15.114077683169517,32.57202312301973
